"activity" "subject" "test/train variable" "mean value"
"laying" 1 "gravityaccelerationstdevY" -0.90772000676
"laying" 1 "gravityaccelerationstdevZ" -0.85236629022
"laying" 1 "bodyaccelerationjerkstdevX" -0.958482112
"laying" 1 "bodyaccelerationjerkstdevY" -0.9241492736
"laying" 1 "bodyaccelerationjerkstdevZ" -0.9548551108
"laying" 1 "bodygyrostdevX" -0.87354386782
"laying" 1 "bodygyrostdevY" -0.9510904402
"laying" 1 "bodygyrostdevZ" -0.9082846626
"laying" 1 "bodygyrojerkstdevX" -0.9186085208
"laying" 1 "bodygyrojerkstdevY" -0.9679072436
"laying" 1 "bodygyrojerkstdevZ" -0.9577901596
"laying" 1 "bodyaccelerationmagneticstdev" -0.79514486386
"laying" 1 "gravityaccelerationmagneticstdev" -0.79514486386
"laying" 1 "bodyaccelerationjerkmagneticstdev" -0.9282456284
"laying" 1 "bodygyromagneticstdev" -0.81901016976
"laying" 1 "bodygyrojerkmagneticstdev" -0.9358409828
"laying" 1 "fourierbodyaccelerationstdevX" -0.9244374346
"laying" 1 "fourierbodyaccelerationstdevY" -0.8336255561
"laying" 1 "fourierbodyaccelerationstdevZ" -0.81289155944
"laying" 1 "fourierbodyaccelerationjerkstdevX" -0.9641607086
"laying" 1 "fourierbodyaccelerationjerkstdevY" -0.9322178704
"laying" 1 "fourierbodyaccelerationjerkstdevZ" -0.9605869872
"laying" 1 "fourierbodygyrostdevX" -0.8822964508
"laying" 1 "fourierbodygyrostdevY" -0.9512320494
"laying" 1 "fourierbodygyrostdevZ" -0.9165825082
"laying" 1 "fourierbodyaccelerationmagneticstdev" -0.7983009404
"laying" 1 "fourierbodyBodyaccelerationjerkmagneticstdev" -0.9218039756
"laying" 1 "fourierbodyBodygyromagneticstdev" -0.82431943968
"laying" 1 "fourierbodyBodygyrojerkmagneticstdev" -0.9326606676
"laying" 2 "bodyaccelerationmeanX" 0.281373403958333
"laying" 2 "bodyaccelerationmeanY" -0.0181587397583333
"laying" 2 "bodyaccelerationmeanZ" -0.107245610416667
"laying" 2 "gravityaccelerationmeanX" -0.509754238125
"laying" 2 "gravityaccelerationmeanY" 0.752536639375
"laying" 2 "gravityaccelerationmeanZ" 0.646834879583333
"laying" 2 "bodyaccelerationjerkmeanX" 0.0825972511666667
"laying" 2 "bodyaccelerationjerkmeanY" 0.012254788451875
"laying" 2 "bodyaccelerationjerkmeanZ" -0.00180264895625
"laying" 2 "bodygyromeanX" -0.01847660675
"laying" 2 "bodygyromeanY" -0.111800824583333
"laying" 2 "bodygyromeanZ" 0.144882846104167
"laying" 2 "bodygyrojerkmeanX" -0.101974134208333
"laying" 2 "bodygyrojerkmeanY" -0.0358590176083333
"laying" 2 "bodygyrojerkmeanZ" -0.0701783020833333
"laying" 2 "bodyaccelerationmagneticmean" -0.977435485208333
"laying" 2 "gravityaccelerationmagneticmean" -0.977435485208333
"laying" 2 "bodyaccelerationjerkmagneticmean" -0.987741696041667
"laying" 2 "bodygyromagneticmean" -0.950011569583333
"laying" 2 "bodygyrojerkmagneticmean" -0.991767074166667
"laying" 2 "fourierbodyaccelerationmeanX" -0.976725059791667
"laying" 2 "fourierbodyaccelerationmeanY" -0.979800877916667
"laying" 2 "fourierbodyaccelerationmeanZ" -0.984380981875
"laying" 2 "fourierbodyaccelerationfrequencymeanX" -0.146482792591667
"laying" 2 "fourierbodyaccelerationfrequencymeanY" 0.2572894655
"laying" 2 "fourierbodyaccelerationfrequencymeanZ" 0.402532553395833
"laying" 2 "fourierbodyaccelerationjerkmeanX" -0.985813630833333
"laying" 2 "fourierbodyaccelerationjerkmeanY" -0.982768250416667
"laying" 2 "fourierbodyaccelerationjerkmeanZ" -0.986197134583333
"laying" 2 "fourierbodyaccelerationjerkfrequencymeanX" 0.159808328563875
"laying" 2 "fourierbodyaccelerationjerkfrequencymeanY" 0.1212064240125
"laying" 2 "fourierbodyaccelerationjerkfrequencymeanZ" 0.190558218145833
"laying" 2 "fourierbodygyromeanX" -0.9864311425
"laying" 2 "fourierbodygyromeanY" -0.983321635416667
"laying" 2 "fourierbodygyromeanZ" -0.9626718875
"laying" 2 "fourierbodygyrofrequencymeanX" 0.10261131938125
"laying" 2 "fourierbodygyrofrequencymeanY" 0.04228066839375
"laying" 2 "fourierbodygyrofrequencymeanZ" 0.0552985986479167
"laying" 2 "fourierbodyaccelerationmagneticmean" -0.975110196458333
"laying" 2 "fourierbodyaccelerationmagneticfrequencymean" 0.2662982125
"laying" 2 "fourierbodyBodyaccelerationjerkmagneticmean" -0.985374114791667
"laying" 2 "fourierbodyBodyaccelerationjerkmagneticfrequencymean" 0.3417585745
"laying" 2 "fourierbodyBodygyromagneticmean" -0.972112972708333
"laying" 2 "fourierbodyBodygyromagneticfrequencymean" 0.01856447223125
"laying" 2 "fourierbodyBodygyrojerkmagneticmean" -0.990248702291667
"laying" 2 "fourierbodyBodygyrojerkmagneticfrequencymean" 0.264801505395833
"laying" 2 "anglebodyaccelerationmeangravity" 0.005791809625
"laying" 2 "anglebodyaccelerationjerkmeangravitymean" -0.00635557646875
"laying" 2 "anglebodygyromeangravitymean" 0.0652860108125
"laying" 2 "anglebodygyrojerkmeangravitymean" -0.0293710088554167
"laying" 2 "angleXgravitymean" 0.617423415625
"laying" 2 "angleYgravitymean" -0.519732551458333
"laying" 2 "angleZgravitymean" -0.478928233958333
"laying" 2 "bodyaccelerationstdevX" -0.974059464791667
"laying" 2 "bodyaccelerationstdevY" -0.98027739875
"laying" 2 "bodyaccelerationstdevZ" -0.984233296875
"laying" 2 "gravityaccelerationstdevX" -0.959014441458333
"laying" 2 "gravityaccelerationstdevY" -0.988211865208333
"laying" 2 "gravityaccelerationstdevZ" -0.984230418125
"laying" 2 "bodyaccelerationjerkstdevX" -0.98587216875
"laying" 2 "bodyaccelerationjerkstdevY" -0.98317254125
"laying" 2 "bodyaccelerationjerkstdevZ" -0.988442014375
"laying" 2 "bodygyrostdevX" -0.988275232916667
"laying" 2 "bodygyrostdevY" -0.982291608958333
"laying" 2 "bodygyrostdevZ" -0.960306560416667
"laying" 2 "bodygyrojerkstdevX" -0.993235849166667
"laying" 2 "bodygyrojerkstdevY" -0.989567537916667
"laying" 2 "bodygyrojerkstdevZ" -0.98803582125
"laying" 2 "bodyaccelerationmagneticstdev" -0.972873912916667
"laying" 2 "gravityaccelerationmagneticstdev" -0.972873912916667
"laying" 2 "bodyaccelerationjerkmagneticstdev" -0.98551807625
"laying" 2 "bodygyromagneticstdev" -0.961164053958333
"laying" 2 "bodygyrojerkmagneticstdev" -0.989718095208333
"laying" 2 "fourierbodyaccelerationstdevX" -0.973246482083333
"laying" 2 "fourierbodyaccelerationstdevY" -0.981025105625
"laying" 2 "fourierbodyaccelerationstdevZ" -0.984792185
"laying" 2 "fourierbodyaccelerationjerkstdevX" -0.987250255833333
"laying" 2 "fourierbodyaccelerationjerkstdevY" -0.984987392916667
"laying" 2 "fourierbodyaccelerationjerkstdevZ" -0.989345368541667
"laying" 2 "fourierbodygyrostdevX" -0.988860685833333
"laying" 2 "fourierbodygyrostdevY" -0.981910616458333
"laying" 2 "fourierbodygyrostdevZ" -0.963174222291667
"laying" 2 "fourierbodyaccelerationmagneticstdev" -0.975121387916667
"laying" 2 "fourierbodyBodyaccelerationjerkmagneticstdev" -0.984568489166667
"laying" 2 "fourierbodyBodygyromagneticstdev" -0.96109837875
"laying" 2 "fourierbodyBodygyrojerkmagneticstdev" -0.989492660416667
"laying" 3 "bodyaccelerationmeanX" 0.275516852741935
"laying" 3 "bodyaccelerationmeanY" -0.0189556785048387
"laying" 3 "bodyaccelerationmeanZ" -0.101300477506452
"laying" 3 "gravityaccelerationmeanX" -0.241758478064516
"laying" 3 "gravityaccelerationmeanY" 0.837032099677419
"laying" 3 "gravityaccelerationmeanZ" 0.48870318516129
"laying" 3 "bodyaccelerationjerkmeanX" 0.0769811125806452
"laying" 3 "bodyaccelerationjerkmeanY" 0.0138041011306452
"laying" 3 "bodyaccelerationjerkmeanZ" -0.00435625874355645
"laying" 3 "bodygyromeanX" -0.0208170540330645
"laying" 3 "bodygyromeanY" -0.0718507159435484
"laying" 3 "bodygyromeanZ" 0.137999561112903
"laying" 3 "bodygyrojerkmeanX" -0.10004449883871
"laying" 3 "bodygyrojerkmeanY" -0.0389771765322581
"laying" 3 "bodygyrojerkmeanZ" -0.06873387
"laying" 3 "bodyaccelerationmagneticmean" -0.972791346129032
"laying" 3 "gravityaccelerationmagneticmean" -0.972791346129032
"laying" 3 "bodyaccelerationjerkmagneticmean" -0.979484593387097
"laying" 3 "bodygyromagneticmean" -0.951564751451613
"laying" 3 "bodygyrojerkmagneticmean" -0.98671362516129
"laying" 3 "fourierbodyaccelerationmeanX" -0.980665609032258
"laying" 3 "fourierbodyaccelerationmeanY" -0.961169982903226
"laying" 3 "fourierbodyaccelerationmeanZ" -0.968332141612903
"laying" 3 "fourierbodyaccelerationfrequencymeanX" -0.0739526439887097
"laying" 3 "fourierbodyaccelerationfrequencymeanY" 0.238470751435484
"laying" 3 "fourierbodyaccelerationfrequencymeanZ" 0.216971671672581
"laying" 3 "fourierbodyaccelerationjerkmeanX" -0.980513202258064
"laying" 3 "fourierbodyaccelerationjerkmeanY" -0.968752113709677
"laying" 3 "fourierbodyaccelerationjerkmeanZ" -0.979122344354839
"laying" 3 "fourierbodyaccelerationjerkfrequencymeanX" 0.17597855438871
"laying" 3 "fourierbodyaccelerationjerkfrequencymeanY" -0.0131774961758065
"laying" 3 "fourierbodyaccelerationjerkfrequencymeanZ" 0.0448196905903226
"laying" 3 "fourierbodygyromeanX" -0.970167262903226
"laying" 3 "fourierbodygyromeanY" -0.978099682258065
"laying" 3 "fourierbodygyromeanZ" -0.962341960806452
"laying" 3 "fourierbodygyrofrequencymeanX" -0.0822166454290323
"laying" 3 "fourierbodygyrofrequencymeanY" -0.0266820108903226
"laying" 3 "fourierbodygyrofrequencymeanZ" 0.147686455548065
"laying" 3 "fourierbodyaccelerationmagneticmean" -0.96552427516129
"laying" 3 "fourierbodyaccelerationmagneticfrequencymean" 0.236990127870968
"laying" 3 "fourierbodyBodyaccelerationjerkmagneticmean" -0.975949597903226
"laying" 3 "fourierbodyBodyaccelerationjerkmagneticfrequencymean" 0.238611133937097
"laying" 3 "fourierbodyBodygyromagneticmean" -0.96458672483871
"laying" 3 "fourierbodyBodygyromagneticfrequencymean" -0.0229296114693548
"laying" 3 "fourierbodyBodygyrojerkmagneticmean" -0.984278251290323
"laying" 3 "fourierbodyBodygyrojerkmagneticfrequencymean" 0.110697704185484
"laying" 3 "anglebodyaccelerationmeangravity" 0.0178959376270161
"laying" 3 "anglebodyaccelerationjerkmeangravitymean" 0.0166479534356452
"laying" 3 "anglebodygyromeangravitymean" 0.0455874765919355
"laying" 3 "anglebodygyrojerkmeangravitymean" 0.0317261682790323
"laying" 3 "angleXgravitymean" 0.423505857096774
"laying" 3 "angleYgravitymean" -0.630062847096774
"laying" 3 "angleZgravitymean" -0.346243070483871
"laying" 3 "bodyaccelerationstdevX" -0.982776639193548
"laying" 3 "bodyaccelerationstdevY" -0.962057544516129
"laying" 3 "bodyaccelerationstdevZ" -0.96369103483871
"laying" 3 "gravityaccelerationstdevX" -0.982512193064516
"laying" 3 "gravityaccelerationstdevY" -0.981202749677419
"laying" 3 "gravityaccelerationstdevZ" -0.964807543870968
"laying" 3 "bodyaccelerationjerkstdevX" -0.98087931483871
"laying" 3 "bodyaccelerationjerkstdevY" -0.968710724677419
"laying" 3 "bodyaccelerationjerkstdevZ" -0.982093162903226
"laying" 3 "bodygyrostdevX" -0.974545752096774
"laying" 3 "bodygyrostdevY" -0.977272653709677
"laying" 3 "bodygyrostdevZ" -0.963505609032258
"laying" 3 "bodygyrojerkstdevX" -0.980328645
"laying" 3 "bodygyrojerkstdevY" -0.986762741935484
"laying" 3 "bodygyrojerkstdevZ" -0.983338279516129
"laying" 3 "bodyaccelerationmagneticstdev" -0.964218176451613
"laying" 3 "gravityaccelerationmagneticstdev" -0.964218176451613
"laying" 3 "bodyaccelerationjerkmagneticstdev" -0.976121297903226
"laying" 3 "bodygyromagneticstdev" -0.954275110967742
"laying" 3 "bodygyrojerkmagneticstdev" -0.983139255645161
"laying" 3 "fourierbodyaccelerationstdevX" -0.983691129032258
"laying" 3 "fourierbodyaccelerationstdevY" -0.964094604193548
"laying" 3 "fourierbodyaccelerationstdevZ" -0.96327908016129
"laying" 3 "fourierbodyaccelerationjerkstdevX" -0.983122615967742
"laying" 3 "fourierbodyaccelerationjerkstdevY" -0.971044012741936
"laying" 3 "fourierbodyaccelerationjerkstdevZ" -0.983711904677419
"laying" 3 "fourierbodygyrostdevX" -0.975986433709677
"laying" 3 "fourierbodygyrostdevY" -0.977032495483871
"laying" 3 "fourierbodygyrostdevZ" -0.967256854193548
"laying" 3 "fourierbodyaccelerationmagneticstdev" -0.968350217419355
"laying" 3 "fourierbodyBodyaccelerationjerkmagneticstdev" -0.975305377903226
"laying" 3 "fourierbodyBodygyromagneticstdev" -0.955441855806452
"laying" 3 "fourierbodyBodygyrojerkmagneticstdev" -0.982568158064516
"laying" 4 "bodyaccelerationmeanX" 0.263559214981481
"laying" 4 "bodyaccelerationmeanY" -0.0150031841055556
"laying" 4 "bodyaccelerationmeanZ" -0.110688150314815
"laying" 4 "gravityaccelerationmeanX" -0.420664662222222
"laying" 4 "gravityaccelerationmeanY" 0.915165104259259
"laying" 4 "gravityaccelerationmeanZ" 0.341531310555556
"laying" 4 "bodyaccelerationjerkmeanX" 0.0934494217777778
"laying" 4 "bodyaccelerationjerkmeanY" 0.00693313213968519
"laying" 4 "bodyaccelerationjerkmeanZ" -0.00641054328740741
"laying" 4 "bodygyromeanX" -0.00923156347222222
"laying" 4 "bodygyromeanY" -0.0930128180759259
"laying" 4 "bodygyromeanZ" 0.169720404092593
"laying" 4 "bodygyrojerkmeanX" -0.105019877685185
"laying" 4 "bodygyrojerkmeanY" -0.0381230432222222
"laying" 4 "bodygyrojerkmeanZ" -0.0712156288333333
"laying" 4 "bodyaccelerationmagneticmean" -0.954557603148148
"laying" 4 "gravityaccelerationmagneticmean" -0.954557603148148
"laying" 4 "bodyaccelerationjerkmagneticmean" -0.970095771666667
"laying" 4 "bodygyromagneticmean" -0.930236462592593
"laying" 4 "bodygyrojerkmagneticmean" -0.985068502037037
"laying" 4 "fourierbodyaccelerationmeanX" -0.958802077592593
"laying" 4 "fourierbodyaccelerationmeanY" -0.938883374444444
"laying" 4 "fourierbodyaccelerationmeanZ" -0.967504278888889
"laying" 4 "fourierbodyaccelerationfrequencymeanX" -0.274194618766667
"laying" 4 "fourierbodyaccelerationfrequencymeanY" 0.366231448994444
"laying" 4 "fourierbodyaccelerationfrequencymeanZ" 0.201329591976111
"laying" 4 "fourierbodyaccelerationjerkmeanX" -0.978542457407407
"laying" 4 "fourierbodyaccelerationjerkmeanY" -0.943969987222222
"laying" 4 "fourierbodyaccelerationjerkmeanZ" -0.975383329444444
"laying" 4 "fourierbodyaccelerationjerkfrequencymeanX" 0.182436483157407
"laying" 4 "fourierbodyaccelerationjerkfrequencymeanY" 0.0987428836296296
"laying" 4 "fourierbodyaccelerationjerkfrequencymeanZ" 0.0770211165
"laying" 4 "fourierbodygyromeanX" -0.967203736481482
"laying" 4 "fourierbodygyromeanY" -0.972187839074074
"laying" 4 "fourierbodygyromeanZ" -0.961479262592593
"laying" 4 "fourierbodygyrofrequencymeanX" -0.0660921823944444
"laying" 4 "fourierbodygyrofrequencymeanY" -0.526889995562963
"laying" 4 "fourierbodygyrofrequencymeanZ" 0.152886311603704
"laying" 4 "fourierbodyaccelerationmagneticmean" -0.939389701296296
"laying" 4 "fourierbodyaccelerationmagneticfrequencymean" 0.241697899814815
"laying" 4 "fourierbodyBodyaccelerationjerkmagneticmean" -0.96228712537037
"laying" 4 "fourierbodyBodyaccelerationjerkmagneticfrequencymean" 0.274027349574074
"laying" 4 "fourierbodyBodygyromagneticmean" -0.961556660185185
"laying" 4 "fourierbodyBodygyromagneticfrequencymean" -0.259851969798148
"laying" 4 "fourierbodyBodygyrojerkmagneticmean" -0.983609073333333
"laying" 4 "fourierbodyBodygyrojerkmagneticfrequencymean" 0.202949381537037
"laying" 4 "anglebodyaccelerationmeangravity" -0.00235775253703703
"laying" 4 "anglebodyaccelerationjerkmeangravitymean" -0.0155037568068519
"laying" 4 "anglebodygyromeangravitymean" 0.0071296052962963
"laying" 4 "anglebodygyrojerkmeangravitymean" 0.036656730987037
"laying" 4 "angleXgravitymean" 0.553489757592593
"laying" 4 "angleYgravitymean" -0.763217167407407
"laying" 4 "angleZgravitymean" -0.229790432925926
"laying" 4 "bodyaccelerationstdevX" -0.954193738888889
"laying" 4 "bodyaccelerationstdevY" -0.941714042407407
"laying" 4 "bodyaccelerationstdevZ" -0.962667314814815
"laying" 4 "gravityaccelerationstdevX" -0.921199965925926
"laying" 4 "gravityaccelerationstdevY" -0.969816635740741
"laying" 4 "gravityaccelerationstdevZ" -0.976176608888889
"laying" 4 "bodyaccelerationjerkstdevX" -0.978302781111111
"laying" 4 "bodyaccelerationjerkstdevY" -0.942209488333333
"laying" 4 "bodyaccelerationjerkstdevZ" -0.978511984259259
"laying" 4 "bodygyrostdevX" -0.973102422222222
"laying" 4 "bodygyrostdevY" -0.961109291851852
"laying" 4 "bodygyrostdevZ" -0.962073755
"laying" 4 "bodygyrojerkstdevX" -0.975103204259259
"laying" 4 "bodygyrojerkstdevY" -0.986855629814815
"laying" 4 "bodygyrojerkstdevZ" -0.983965359814815
"laying" 4 "bodyaccelerationmagneticstdev" -0.931292216611111
"laying" 4 "gravityaccelerationmagneticstdev" -0.931292216611111
"laying" 4 "bodyaccelerationjerkmagneticstdev" -0.960786430740741
"laying" 4 "bodygyromagneticstdev" -0.947031781666667
"laying" 4 "bodygyrojerkmagneticstdev" -0.982698213703704
"laying" 4 "fourierbodyaccelerationstdevX" -0.952464881481481
"laying" 4 "fourierbodyaccelerationstdevY" -0.946380971111111
"laying" 4 "fourierbodyaccelerationstdevZ" -0.962154454259259
"laying" 4 "fourierbodyaccelerationjerkstdevX" -0.980079292592593
"laying" 4 "fourierbodyaccelerationjerkstdevY" -0.944366881666667
"laying" 4 "fourierbodyaccelerationjerkstdevZ" -0.980261236296296
"laying" 4 "fourierbodygyrostdevX" -0.975094739444444
"laying" 4 "fourierbodygyrostdevY" -0.956182500185185
"laying" 4 "fourierbodygyrostdevZ" -0.965807466666667
"laying" 4 "fourierbodyaccelerationmagneticstdev" -0.937187975962963
"laying" 4 "fourierbodyBodyaccelerationjerkmagneticstdev" -0.958037119259259
"laying" 4 "fourierbodyBodygyromagneticstdev" -0.947100325185185
"laying" 4 "fourierbodyBodygyrojerkmagneticstdev" -0.982543631666667
"laying" 5 "bodyaccelerationmeanX" 0.278334325576923
"laying" 5 "bodyaccelerationmeanY" -0.0183042123269231
"laying" 5 "bodyaccelerationmeanZ" -0.107937603673077
"laying" 5 "gravityaccelerationmeanX" -0.483470597692308
"laying" 5 "gravityaccelerationmeanY" 0.954890346153846
"laying" 5 "gravityaccelerationmeanZ" 0.263644691923077
"laying" 5 "bodyaccelerationjerkmeanX" 0.0848164824230769
"laying" 5 "bodyaccelerationjerkmeanY" 0.00747460829615385
"laying" 5 "bodyaccelerationjerkmeanZ" -0.00304067159653846
"laying" 5 "bodygyromeanX" -0.0218935013501923
"laying" 5 "bodygyromeanY" -0.0798709596153846
"laying" 5 "bodygyromeanZ" 0.159894366942308
"laying" 5 "bodygyrojerkmeanX" -0.102114125
"laying" 5 "bodygyrojerkmeanY" -0.0404446925288462
"laying" 5 "bodygyrojerkmeanZ" -0.07083096875
"laying" 5 "bodyaccelerationmagneticmean" -0.966777882884615
"laying" 5 "gravityaccelerationmagneticmean" -0.966777882884615
"laying" 5 "bodyaccelerationjerkmagneticmean" -0.980141253846154
"laying" 5 "bodygyromagneticmean" -0.946938300576923
"laying" 5 "bodygyrojerkmagneticmean" -0.9864194225
"laying" 5 "fourierbodyaccelerationmeanX" -0.968741678461538
"laying" 5 "fourierbodyaccelerationmeanY" -0.965419520961538
"laying" 5 "fourierbodyaccelerationmeanZ" -0.977007724615385
"laying" 5 "fourierbodyaccelerationfrequencymeanX" -0.135632454076923
"laying" 5 "fourierbodyaccelerationfrequencymeanY" 0.466528231788462
"laying" 5 "fourierbodyaccelerationfrequencymeanZ" 0.132310871284615
"laying" 5 "fourierbodyaccelerationjerkmeanX" -0.982689657115385
"laying" 5 "fourierbodyaccelerationjerkmeanY" -0.965328566153846
"laying" 5 "fourierbodyaccelerationjerkmeanZ" -0.983250309423077
"laying" 5 "fourierbodyaccelerationjerkfrequencymeanX" 0.239915157321154
"laying" 5 "fourierbodyaccelerationjerkfrequencymeanY" 0.195677336307692
"laying" 5 "fourierbodyaccelerationjerkfrequencymeanZ" 0.0916938788480769
"laying" 5 "fourierbodygyromeanX" -0.975797491730769
"laying" 5 "fourierbodygyromeanY" -0.978249645769231
"laying" 5 "fourierbodygyromeanZ" -0.963202948461538
"laying" 5 "fourierbodygyrofrequencymeanX" -0.0227235857115385
"laying" 5 "fourierbodygyrofrequencymeanY" 0.06812484775
"laying" 5 "fourierbodygyrofrequencymeanZ" 0.0413600281009615
"laying" 5 "fourierbodyaccelerationmagneticmean" -0.962234984038462
"laying" 5 "fourierbodyaccelerationmagneticfrequencymean" 0.292032094967308
"laying" 5 "fourierbodyBodyaccelerationjerkmagneticmean" -0.977356379807692
"laying" 5 "fourierbodyBodyaccelerationjerkmagneticfrequencymean" 0.197005001461538
"laying" 5 "fourierbodyBodygyromagneticmean" -0.968257068846154
"laying" 5 "fourierbodyBodygyromagneticfrequencymean" 0.102441765923077
"laying" 5 "fourierbodyBodygyrojerkmagneticmean" -0.984618025769231
"laying" 5 "fourierbodyBodygyrojerkmagneticfrequencymean" 0.0247367106615385
"laying" 5 "anglebodyaccelerationmeangravity" 0.0212091926730769
"laying" 5 "anglebodyaccelerationjerkmeangravitymean" 0.0553647963480769
"laying" 5 "anglebodygyromeangravitymean" -0.00581288916980769
"laying" 5 "anglebodygyrojerkmeangravitymean" -0.0344420261538462
"laying" 5 "angleXgravitymean" 0.598732659615385
"laying" 5 "angleYgravitymean" -0.825299860384615
"laying" 5 "angleZgravitymean" -0.168146326730769
"laying" 5 "bodyaccelerationstdevX" -0.965934509615385
"laying" 5 "bodyaccelerationstdevY" -0.969295613269231
"laying" 5 "bodyaccelerationstdevZ" -0.968562516346154
"laying" 5 "gravityaccelerationstdevX" -0.945695336153846
"laying" 5 "gravityaccelerationstdevY" -0.985964053846154
"laying" 5 "gravityaccelerationstdevZ" -0.977076645
"laying" 5 "bodyaccelerationjerkstdevX" -0.983307862115385
"laying" 5 "bodyaccelerationjerkstdevY" -0.964560430961538
"laying" 5 "bodyaccelerationjerkstdevZ" -0.985419368461538
"laying" 5 "bodygyrostdevX" -0.979498706538461
"laying" 5 "bodygyrostdevY" -0.977427370576923
"laying" 5 "bodygyrostdevZ" -0.960583776923077
"laying" 5 "bodygyrojerkstdevX" -0.983422257692308
"laying" 5 "bodygyrojerkstdevY" -0.983759479230769
"laying" 5 "bodygyrojerkstdevZ" -0.989679592307692
"laying" 5 "bodyaccelerationmagneticstdev" -0.958612786346154
"laying" 5 "gravityaccelerationmagneticstdev" -0.958612786346154
"laying" 5 "bodyaccelerationjerkmagneticstdev" -0.977477145384615
"laying" 5 "bodygyromagneticstdev" -0.958287921923077
"laying" 5 "bodygyrojerkmagneticstdev" -0.98377138
"laying" 5 "fourierbodyaccelerationstdevX" -0.964953893653846
"laying" 5 "fourierbodyaccelerationstdevY" -0.972909186730769
"laying" 5 "fourierbodyaccelerationstdevZ" -0.965882191153846
"laying" 5 "fourierbodyaccelerationjerkstdevX" -0.985625270384615
"laying" 5 "fourierbodyaccelerationjerkstdevY" -0.96624258
"laying" 5 "fourierbodyaccelerationjerkstdevZ" -0.986135599038461
"laying" 5 "fourierbodygyrostdevX" -0.980705769807692
"laying" 5 "fourierbodygyrostdevY" -0.977257800961538
